iter	Logloss
601	0.1533734857
602	0.1531846116
603	0.1527775788
604	0.1525140739
605	0.1523664521
606	0.1521893711
607	0.1519026291
608	0.1516992057
609	0.1515079242
610	0.1513807715
611	0.1512681449
612	0.1511826399
613	0.1510026513
614	0.1508990497
615	0.1507226316
616	0.1505069035
617	0.1502974673
618	0.1501851547
619	0.149925953
620	0.1497359043
621	0.1494986371
622	0.1493330234
623	0.1491504181
624	0.1488910535
625	0.1486446567
626	0.1483749529
627	0.1482631521
628	0.1480692654
629	0.1479611746
630	0.1477299667
631	0.147523973
632	0.1474233139
633	0.1472147267
634	0.1471479928
635	0.1469315901
636	0.1467176298
637	0.1464736869
638	0.1461688018
639	0.1460231455
640	0.1458598463
641	0.1457139341
642	0.145523176
643	0.1453565504
644	0.1451308785
645	0.1450093432
646	0.1449079048
647	0.1446472726
648	0.1444158554
649	0.1441761342
650	0.1439980763
651	0.1437948041
652	0.1435909853
653	0.1433218747
654	0.1431624482
655	0.1429771563
656	0.1427536476
657	0.1425807069
658	0.1423936006
659	0.142302013
660	0.142048766
661	0.1419418381
662	0.1417837841
663	0.1416358366
664	0.1414308897
665	0.1412982941
666	0.1411895403
667	0.140971742
668	0.1408587898
669	0.1407649343
670	0.1405506134
671	0.1403849183
672	0.140125577
673	0.1399983197
674	0.1398437198
675	0.1397424326
676	0.1396233745
677	0.1395494182
678	0.1394474565
679	0.1392800866
680	0.139148968
681	0.1390497626
682	0.1389330073
683	0.1387870137
684	0.1387021251
685	0.1385966743
686	0.1383672226
687	0.138185222
688	0.1380641635
689	0.1378687649
690	0.1375510983
691	0.1374190261
692	0.1373299157
693	0.1372576574
694	0.1370308574
695	0.1367974863
696	0.1366980134
697	0.1364809478
698	0.1363586216
699	0.1361174235
700	0.135899567
701	0.1358359034
702	0.1356671845
703	0.1354123557
704	0.1352350537
705	0.1350353404
706	0.1348235084
707	0.1346292496
708	0.134391366
709	0.134257619
710	0.1341210109
711	0.1339910089
712	0.1338576805
713	0.1337398436
714	0.1335166722
715	0.1334106166
716	0.133268682
717	0.1330724228
718	0.1329132638
719	0.1327240642
720	0.1325351436
721	0.132371193
722	0.1323102858
723	0.1321868664
724	0.1320774497
725	0.1318474514
726	0.131582074
727	0.1313884084
728	0.1311320096
729	0.1309928545
730	0.1307763123
731	0.130640309
732	0.1303962614
733	0.1301649489
734	0.129994532
735	0.1298462938
736	0.1297379936
737	0.1296049676
738	0.1294604743
739	0.1293701777
740	0.1292214975
741	0.1290420672
742	0.1289491188
743	0.1288233385
744	0.1287376125
745	0.1286181706
746	0.1284919599
747	0.1282680558
748	0.1282023686
749	0.1280793213
750	0.1279783714
751	0.1278678382
752	0.1277255082
753	0.1275045348
754	0.1273060426
755	0.1271152264
756	0.1269116751
757	0.1267388274
758	0.1266737682
759	0.1265439987
760	0.1264314419
761	0.1262653514
762	0.1261454559
763	0.1260174426
764	0.1258175082
765	0.1257038233
766	0.1255837185
767	0.1254656373
768	0.125357372
769	0.1251636133
770	0.1250261214
771	0.1249175537
772	0.1248269779
773	0.1246830777
774	0.1244893656
775	0.1243493499
776	0.1241964015
777	0.124088613
778	0.1239959903
779	0.1238781766
780	0.123739731
781	0.1235759084
782	0.1234954741
783	0.1233353499
784	0.123208046
785	0.1231088871
786	0.1229955976
787	0.1228287046
788	0.1227270103
789	0.1225366476
790	0.1223640093
791	0.1222565116
792	0.1221001788
793	0.1219941116
794	0.121764311
795	0.1215831012
796	0.121413289
797	0.1212978828
798	0.1211663223
799	0.1210205497
800	0.1209138661
801	0.1207704544
802	0.1206786458
803	0.1205498881
804	0.120449322
805	0.1203211808
806	0.1202171954
807	0.1200855883
808	0.119987011
809	0.1198911434
810	0.1197058166
811	0.1196010636
812	0.1195185126
813	0.1194838315
814	0.1193770199
815	0.1192622301
816	0.1191773996
817	0.1191000357
818	0.1189410279
819	0.1188770852
820	0.1186377363
821	0.1185078854
822	0.1182969256
823	0.1182548244
824	0.1180820698
825	0.1178964057
826	0.1177598674
827	0.1176014412
828	0.1174546684
829	0.1173325981
830	0.117225961
831	0.1171629022
832	0.1171126017
833	0.116912679
834	0.1168137992
835	0.1166744697
836	0.116592477
837	0.116350895
838	0.1161827111
839	0.1159634241
840	0.1157865059
841	0.1157176902
842	0.1156493978
843	0.1155709523
844	0.1155055907
845	0.1154048152
846	0.1152942471
847	0.1152083467
848	0.1150722387
849	0.1149428879
850	0.1147562818
851	0.1146328507
852	0.1144434068
853	0.1143551338
854	0.1142877835
855	0.1140728695
856	0.1139520319
857	0.1138525009
858	0.1137603202
859	0.1136201533
860	0.1134868017
861	0.1132873907
862	0.1132052701
863	0.113151969
864	0.1129849132
865	0.11287916
866	0.1127303054
867	0.1126066766
868	0.1124807218
869	0.1123700258
870	0.1122640749
871	0.1121077189
872	0.1120330997
873	0.1119413492
874	0.111880977
875	0.1116983367
876	0.111578104
877	0.1113731221
878	0.1111939012
879	0.1110839379
880	0.110950028
881	0.1108444144
882	0.1107713304
883	0.1105953542
884	0.1104569319
885	0.1103273252
886	0.1102190599
887	0.110018358
888	0.1098134227
889	0.1097206953
890	0.1096626375
891	0.1095575821
892	0.1093771632
893	0.1093235016
894	0.109292763
895	0.10917952
896	0.1090664631
897	0.1089282036
898	0.1088631095
899	0.1088140069
900	0.108695193
901	0.1084419925
902	0.108379806
903	0.1082960571
904	0.1080784449
905	0.1080260509
906	0.1079284738
907	0.1077863647
908	0.1076624568
909	0.1075895007
910	0.1074209911
911	0.1073426386
912	0.1072931755
913	0.1071533575
914	0.1069713686
915	0.1068949816
916	0.1066463052
917	0.1066084141
918	0.1065909688
919	0.1065374933
920	0.1064447077
921	0.1063293131
922	0.1061692122
923	0.1060280451
924	0.105844172
925	0.1056651371
926	0.1054333477
927	0.1052432177
928	0.1051519789
929	0.1050444347
930	0.1048759716
931	0.1047229302
932	0.1046819919
933	0.1044794059
934	0.1043345289
935	0.1041949551
936	0.1040467169
937	0.1039385679
938	0.1038321286
939	0.1037407503
940	0.1036090851
941	0.1035200096
942	0.1034230604
943	0.1032085419
944	0.1029994662
945	0.102874279
946	0.1027499641
947	0.1025888862
948	0.1024894482
949	0.1023772635
950	0.1022095797
951	0.1021271101
952	0.1020947549
953	0.1020161001
954	0.1019589029
955	0.1019111145
956	0.1018515215
957	0.1017896606
958	0.101684675
959	0.1015924128
960	0.101503314
961	0.1013189409
962	0.1011780064
963	0.1010865584
964	0.1010209758
965	0.1008430923
966	0.1008092369
967	0.1006830262
968	0.1006153386
969	0.1004521207
970	0.100358649
971	0.1002844834
972	0.100178672
973	0.1001400831
974	0.1000965049
975	0.1000056383
976	0.09992751843
977	0.09984700273
978	0.09973950502
979	0.09967395736
980	0.09956707606
981	0.09948609515
982	0.09942785123
983	0.09931557353
984	0.09924405959
985	0.0991779653
986	0.09907829471
987	0.09896776153
988	0.09882371019
989	0.09879154112
990	0.09867711184
991	0.09852661738
992	0.09835740997
993	0.09825117995
994	0.09816088328
995	0.09807686689
996	0.09799136185
997	0.09791839414
998	0.0977868336
999	0.09773712623
